latitud,longitud,co2,fecha
14.617329 ,-90.5577767,280,2017-10-0914:29:39
14.599791,-90.5603007,316,2017-10-0914:29:40
14.600165,-90.5613953,293,2017-10-0914:29:41
14.600617,-90.5621353,390,2017-10-0914:29:42
14.60123,-90.5626773,342,2017-10-0914:29:43
14.602154,-90.5626453,490,2017-10-0914:29:44
14.602154,-90.5626453,470,2017-10-0914:29:45
14.603306,-90.5619693,403,2017-10-0914:29:46
14.6051149,-90.5603469,367,2017-10-0914:29:47
14.604715,-90.5609583,392,2017-10-0914:29:48
14.605338,-90.5605023,346,2017-10-0914:29:49
14.606263,-90.5599273,356,2017-10-0914:29:50
14.607182,-90.5591653,345,2017-10-0914:29:51
14.608106,-90.5585483,315,2017-10-0914:29:52
14.608615, -90.5581243,273,2017-10-0914:29:53
14.609274,-90.5577433,396,2017-10-0914:29:54
14.6117038 ,-90.5554317,338,2017-10-0914:29:55
14.611086,-90.5565153,269,2017-10-0914:29:56
14.611719,-90.5560973,305,2017-10-0914:29:57
14.611719,-90.5560973,350,2017-10-0914:29:58
14.612887,-90.5555983,423,2017-10-0914:29:59
14.613681 ,-90.5553033,388,2017-10-0914:30:00
14.614631,-90.5552983,309,2017-10-0914:30:01
14.618472,-90.5579157,398,2017-10-0914:30:02
14.619437,-90.5585167,455,2017-10-0914:30:03
14.620683,-90.5592247,407,2017-10-0914:30:04
14.62141,-90.5596217,495,2017-10-0914:30:05
14.62276 ,-90.5600397,450,2017-10-0914:30:06
14.623372,-90.5605227,320,2017-10-0914:30:07
14.623756,-90.5604157,383,2017-10-0914:30:08
14.623559,-90.5608987,476,2017-10-0914:30:09
14.623403,-90.5611777,284,2017-10-0914:30:10
14.622832,-90.5621437,393,2017-10-0914:30:11
14.622375,-90.5621757,486,2017-10-0914:30:12
14.621534,-90.5616817,309,2017-10-0914:30:13
14.621212,-90.5612097,500,2017-10-0914:30:14
14.621866,-90.5600727,333,2017-10-0914:30:15
14.620039,-90.5591287,420,2017-10-0914:30:16
14.617329 ,-90.5577767,383,2017-10-0914:30:17
14.599791,-90.5603007,331,2017-10-0914:30:18
14.600165,-90.5613953,383,2017-10-0914:30:19
14.600617,-90.5621353,490,2017-10-0914:30:20
14.60123,-90.5626773,415,2017-10-0914:30:21
14.602154,-90.5626453,275,2017-10-0914:30:22
14.602154,-90.5626453,437,2017-10-0914:30:23
14.603306,-90.5619693,278,2017-10-0914:30:24
14.6051149,-90.5603469,273,2017-10-0914:30:25
14.604715,-90.5609583,273,2017-10-0914:30:26
14.605338,-90.5605023,402,2017-10-0914:30:27
14.606263,-90.5599273,288,2017-10-0914:30:28
14.607182,-90.5591653,290,2017-10-0914:30:29
14.608106,-90.5585483,443,2017-10-0914:30:30
14.608615, -90.5581243,433,2017-10-0914:30:31
14.609274,-90.5577433,300,2017-10-0914:30:32
14.6117038 ,-90.5554317,369,2017-10-0914:30:33
14.611086,-90.5565153,354,2017-10-0914:30:34
14.611719,-90.5560973,293,2017-10-0914:30:35
14.611719,-90.5560973,436,2017-10-0914:30:36
14.612887,-90.5555983,463,2017-10-0914:30:37
14.613681 ,-90.5553033,357,2017-10-0914:30:38
14.614631,-90.5552983,359,2017-10-0914:30:39
14.618472,-90.5579157,500,2017-10-0914:30:40
14.619437,-90.5585167,300,2017-10-0914:30:41
14.620683,-90.5592247,424,2017-10-0914:30:42
14.62141,-90.5596217,273,2017-10-0914:30:43
14.62276 ,-90.5600397,460,2017-10-0914:30:44
14.623372,-90.5605227,457,2017-10-0914:30:45
14.623756,-90.5604157,349,2017-10-0914:30:46
14.623559,-90.5608987,467,2017-10-0914:30:47
14.623403,-90.5611777,284,2017-10-0914:30:48
14.622832,-90.5621437,375,2017-10-0914:30:49
14.622375,-90.5621757,348,2017-10-0914:30:50
14.621534,-90.5616817,312,2017-10-0914:30:51
14.621212,-90.5612097,380,2017-10-0914:30:52
14.621866,-90.5600727,362,2017-10-0914:30:53
14.620039,-90.5591287,484,2017-10-0914:30:54
14.617329 ,-90.5577767,313,2017-10-0914:30:55
14.599791,-90.5603007,262,2017-10-0914:30:56
14.600165,-90.5613953,335,2017-10-0914:30:57
14.600617,-90.5621353,377,2017-10-0914:30:58
14.60123,-90.5626773,340,2017-10-0914:30:59
14.602154,-90.5626453,445,2017-10-0914:31:00
14.602154,-90.5626453,441,2017-10-0914:31:01
14.603306,-90.5619693,398,2017-10-0914:31:02
14.6051149,-90.5603469,284,2017-10-0914:31:03
14.604715,-90.5609583,336,2017-10-0914:31:04
14.605338,-90.5605023,479,2017-10-0914:31:05
14.606263,-90.5599273,395,2017-10-0914:31:06
14.607182,-90.5591653,318,2017-10-0914:31:07
14.608106,-90.5585483,434,2017-10-0914:31:08
14.608615, -90.5581243,277,2017-10-0914:31:09
14.609274,-90.5577433,251,2017-10-0914:31:10
14.6117038 ,-90.5554317,309,2017-10-0914:31:11
14.611086,-90.5565153,308,2017-10-0914:31:12
14.611719,-90.5560973,378,2017-10-0914:31:13
14.611719,-90.5560973,339,2017-10-0914:31:14
14.612887,-90.5555983,283,2017-10-0914:31:15
14.613681 ,-90.5553033,333,2017-10-0914:31:16
14.614631,-90.5552983,252,2017-10-0914:31:17
14.618472,-90.5579157,354,2017-10-0914:31:18
14.619437,-90.5585167,325,2017-10-0914:31:19
14.620683,-90.5592247,388,2017-10-0914:31:20
14.62141,-90.5596217,391,2017-10-0914:31:21
14.62276 ,-90.5600397,454,2017-10-0914:31:22
14.623372,-90.5605227,412,2017-10-0914:31:23
14.623756,-90.5604157,496,2017-10-0914:31:24
14.623559,-90.5608987,282,2017-10-0914:31:25
14.623403,-90.5611777,279,2017-10-0914:31:26
14.622832,-90.5621437,456,2017-10-0914:31:27
14.622375,-90.5621757,265,2017-10-0914:31:28
14.621534,-90.5616817,251,2017-10-0914:31:29
14.621212,-90.5612097,262,2017-10-0914:31:30
14.621866,-90.5600727,433,2017-10-0914:31:31
14.620039,-90.5591287,431,2017-10-0914:31:32
14.617329 ,-90.5577767,319,2017-10-0914:31:33
